brand,name,year,shape,weight_g,balance,core,surface,price_zar,price_high_zar,cheapest_store,stores_count,stores,level,best_for,in_stock,url,description
Adidas,Adidas Adipower Multiweight 3.3 2024 Padel Racket,2024,diamond,365,,EVA,carbon,3299,3299,The Padel Market,1,The Padel Market,improver,,no,https://thepadelmarket.co.za/products/adidas-adipower-multiweight-3-3-2024,"One Racket. Countless Game Styles. The Padel Market Playing Profile Diamond · Power · Advanced Power Very high Control Low Comfort Low Manoeuvrability Medium Shape Diamond Weight 355‑365g(0+9) Level Advanced Description The Adidas Adipower Multiweight 3.3 2024 is a diamond-shaped power racket from the iconic Adidas Adipower line, built for advanced and competitive attackers. Its stiff carbon const"
Adidas,Adidas Adipower Multiweight Control 3.3 2024 Padel Racket,2024,diamond,360,,EVA,carbon,3299,3299,The Padel Market,1,The Padel Market,improver,,yes,https://thepadelmarket.co.za/products/adidas-adipower-multiweight-control-3-3-2024,Engineered for Control. Built for Winners. The Padel Market Playing Profile Diamond · Control · Advanced Power Medium Control Very high Comfort High Manoeuvrability High Shape Diamond Weight 355‑360g() Balance Medium Level Advanced Description The Adidas Adipower Multiweight Control 3.3 2024 is a control-oriented racket from the Adidas Adipower line built for advanced players. It keeps the Adipowe
Adidas,adidas Adipower Multiweight CTRL,,round,,,EVA,15K carbon,4799,4799,Virgin Active Padel Club,1,Virgin Active Padel Club,intermediate,,yes,https://virginactivepadelclub.co.za/products/adipower-multiweight-ctrl,"The ADIPOWER MULTIWEIGHT CTRL is the evolution of the Adipower range. The update of this model allows you to completely customize your racket, thanks to the WEIGHT & BALANCE SYSTEM technology . The combination of the 15K CARBON surface surface added to the the EVA High Performance memory rubber will give you tremendous power in all your shots. The SPIN BLADE technology provides great spin on every"
Adidas,Adidas Adipower Multiweight CTRL 3.3,,,,,EVA,18K carbon,4725,4725,Africa Padel,1,Africa Padel,intermediate,,yes,https://africapadelshop.com/products/adidas-adipower-multiweight-ctrl-3-3,"The Adipower Multiweight CTRL 3.3 marks a milestone in padel with its innovative technology designed for decisive players like Álex Ruiz. It incorporates the Weight & Balance System, allowing you to adjust the weight and balance to adapt to a control or attack style. The Dual Exoskeleton technology provides a double insertion of carbon ribs in the heart, while the Power Embossed Ridge reinforces t"
Adidas,Adidas Adipower Multiweight CTRL 3.4 Padel Racket,,round,,,EVA,18K carbon,5849,5849,World of Padel,1,World of Padel,intermediate,,yes,https://worldofpadel.co.za/product/adidas-adipower-multiweight-ctrl-3-4-padel-racket/,"Adidas Adipower Multiweight CTRL 3.4 Padel Racket Overview As the official racket of professional player Alex Ruiz, the Adidas Adipower Multiweight CTRL 3.4 delivers elite-level performance, combining raw power with maximum control. Whether you’re a strategic player or an aggressive smasher, this racket adapts to your style with its cutting-edge adjustability and superior materials. Adjustable Wei"
Adidas,"Adidas Ari Sánchez Arrow Hit Pro EDT 2026 – Customizable Power, Elite Precision",2026,diamond,360,,soft EVA,carbon,8499,8499,World of Padel,1,World of Padel,advanced,,yes,https://worldofpadel.co.za/product/adidas-ari-sanchez-arrow-hit-pro-edt-2026-customizable-power-elite-precision/,"Unleash your inner champion with the Adidas Ari Sánchez Arrow Hit Pro EDT 2026—a high-performance, special-edition racket built for advanced players craving explosive power, pinpoint precision, and tailor-made control. Crafted around a dynamic diamond-shaped frame and infused with cutting-edge technologies, this racket transforms every swing into a statement of dominance. The ASC Signature Carbon "
Adidas,adidas Arrow Hit,,diamond,,,EVA,,8499,8499,Virgin Active Padel Club,1,Virgin Active Padel Club,advanced,,yes,https://virginactivepadelclub.co.za/products/adidas-arrow-hit-attk,"Choose how to control the game with the adidas Arrow Hit 2026. The Intelligent Balance System lets you adjust the racket’s weight and balance to suit your style and strategy, easily modifying the lateral weights during play. Its Diamond shape, combined with a reinforced frame, delivers rapid acceleration and amplified power on offensive shots, allowing you to hit precise, sharp attacks that keep y"
Adidas,Adidas Arrow Hit 2026 Padel Racket,2026,diamond,375,high,EVA,carbon,5999,8495,The Padel Market,2,PadelGear | The Padel Market,intermediate,,yes,https://thepadelmarket.co.za/products/arrow-hit-2026,"T he latest addition to the Adidas family is the all new Arrow HIT Attack 2026, the ultimate power weapon for aggressive attacking play. Featuring a balanced diamond shape and revolutionary Intelligent Balance System, this intensive padel racket combines the ASC signature interwoven carbon face with a Soft Performance EVA for devastating power in attack shots, making it perfect for advanced Padel "
Adidas,Adidas Arrow HIT Attack 2026 Padel Racket,2026,diamond,,,EVA,carbon,7999,7999,PadelZone,1,PadelZone,advanced,,yes,https://padelzone.co.za/products/adidas-arrow-hit-attk-2026-padel-racket,"The latest addition to the Adidas family is the all new Arrow HIT Attack 2026, the ultimate power weapon for aggressive attacking play. Featuring a balanced diamond shape and revolutionary Intelligent Balance System, this intensive Padel Racket combines the ASC signature interwoven carbon face with a Soft Performance EVA for devastating power in attack shots, making it perfect for advanced Padel p"
Adidas,adidas Arrow Hit Carbon,,diamond,,,EVA,carbon,5999,5999,Virgin Active Padel Club,1,Virgin Active Padel Club,intermediate,,yes,https://virginactivepadelclub.co.za/products/adidas-arrow-hit-carbon-atttk,"Play with confidence in every situation with the adidas Arrow Hit Carbon 2026. Its carbon construction combines Muscle Power System, Structural Reinforcement, and Power Groove to deliver firmness, torsion resistance, and a responsive feel that enhances powerful, precise shots. The ASC Carbon Fiber surface provides defined feedback and control during high-intensity moments, while Soft Performance E"
Adidas,Adidas Arrow HIT Carbon Attack 2026 Padel Racket,2026,diamond,,,EVA,3K carbon,4299,4299,PadelZone,1,PadelZone,improver,,yes,https://padelzone.co.za/products/adidas-arrow-hit-carbon-attk-2026-padel-racket,"As part of the brand new Adidas Arrow HIT range, the Carbon Attack 2026is a premium carbon power weapon for devastating attacking play. Featuring a diamond shape and 3k carbon fibre construction, this intensive Padel Racket combines ASC interwoven carbon face with Soft Performance EVA for maximum power in attack shots, making it perfect for Padel players seeking uncompromising aggression. Arrow re"
Adidas,adidas Arrow Hit Carbon CTRL,,,,,EVA,carbon,5999,5999,Virgin Active Padel Club,1,Virgin Active Padel Club,intermediate,,yes,https://virginactivepadelclub.co.za/products/adidas-arrow-hit-carbon-ctrl,"Every shot with purpose. The adidas Arrow Hit Carbon CTRL 2026 racket brings extra stability to your control-focused game, delivering the accuracy you need to dictate the rally with confidence. Its reinforced structure and ASC Carbon Fiber surface produce a firm, reactive feel that keeps your trajectory clean and fully under control. Spin Blade Decal adds precision to sliced, lifted and angled sho"
Adidas,Adidas Arrow HIT Carbon CTRL 2026 Padel Racket,2026,round,360,,EVA,carbon,4299,4999,PadelZone,2,PadelZone | The Padel Market,intermediate,,yes,https://padelzone.co.za/products/adidas-arrow-hit-carbon-ctrl-2026-padel-racket,"As the extension of the all-new Adidas Arrow HIT range, the Carbon Control 2026 is a premium racket with a brand new carbon fiber face. Featuring a round shape with centred sweet spot and carbon fibre construction, this aggressive Padel Racket combines ASC interwoven carbon face with Soft Performance EVA for power in attack shots with exceptional control, making it perfect for professional players"
Adidas,Adidas Arrow HIT Carbon Hexagon Cup,,diamond,,,EVA,carbon,4999,4999,PadelZone,1,PadelZone,intermediate,,yes,https://padelzone.co.za/products/adidas-arrow-hit-carbon-hexagon-cup-padel-racket,"Introducing the all new Adidas Arrow HIT Hexagon Cup, designed for advanced players seeking optimised stability and explosive potential. Featuring a diamond shape with head-heavy balance and revolutionary ASC Carbon Fibre face, this powerful Padel Racket combines Soft Performance EVA core with Muscle Power System and Structural Reinforcement for professional-level attacking play with firmness, tor"
Adidas,adidas Arrow Hit CTRL,,round,,,EVA,carbon,8499,8499,Virgin Active Padel Club,1,Virgin Active Padel Club,advanced,,no,https://virginactivepadelclub.co.za/products/adidas-arrow-hit-ctrl,"Confidence comes from control with the adidas Arrow Hit CTRL 2026. The Intelligent Balance System lets you instantly adjust weight and balance, tailoring the racket to your pace and strategy for precise play on every point. Its reinforced structure, combining ASC Carbon Fiber, Structural Reinforcement, and Muscle Power System, delivers a stable and responsive feel, increasing torsion resistance an"
Adidas,Adidas Arrow HIT CTRL 2026 Padel Racket,2026,round,360,,EVA,carbon,4999,7799,The Padel Market,2,PadelZone | The Padel Market,intermediate,,yes,https://thepadelmarket.co.za/products/arrow-hit-ctrl-2026,"Introducing the all new Adidas Arrow HIT CTRL 2026, the precision control weapon for intelligent attacking play. Featuring a round shape with centred sweet spot and revolutionary Intelligent Balance System, this aggressive Padel Racket combines ASC signature interwoven carbon face with Soft Performance EVA for power in attack shots with exceptional control, making it perfect for professional playe"
Adidas,adidas Arrow Hit Hexagon Cup Padel Racket,,diamond,,,EVA,carbon,6499,6499,Virgin Active Padel Club,1,Virgin Active Padel Club,intermediate,,yes,https://virginactivepadelclub.co.za/products/adidas-arrow-hit-hexagon-cup-padel-racket,"Play with confidence in every situation with the adidas Arrow Hit Hexagon Cup. Its carbon construction combines Muscle Power System, Structural Reinforcement, and Power Groove to deliver firmness, torsion resistance, and a responsive feel that enhances powerful, precise shots. The ASC Carbon Fiber surface provides defined feedback and control during high-intensity moments, while Soft Performance E"
Adidas,adidas Arrow Hit Junior - Blue,,round,,,EVA,fibreglass,1999,1999,Virgin Active Padel Club,1,Virgin Active Padel Club,beginner,,yes,https://virginactivepadelclub.co.za/products/adidas-arrow-hit-junior-blue,"Young players need a racket that combines learning and performance, and the adidas Arrow Hit Junior 2026 delivers both. Its lightweight design allows quick movements and fluid strokes, while the Soft Performance EVA core provides comfort and control on every shot. The Exoskeleton structure, together with Structural Reinforcement, increases stiffness and torsion resistance, ensuring stability and p"
Adidas,adidas Arrow Hit Junior - Pink,,round,,,EVA,fibreglass,1999,1999,Virgin Active Padel Club,1,Virgin Active Padel Club,beginner,,yes,https://virginactivepadelclub.co.za/products/adidas-arrow-hit-junior-pink,"Young players need a racket that combines learning and performance, and the adidas Arrow Hit Junior 2026 delivers both. Its lightweight design allows quick movements and fluid strokes, while the Soft Performance EVA core provides comfort and control on every shot. The Exoskeleton structure, together with Structural Reinforcement, increases stiffness and torsion resistance, ensuring stability and p"
Adidas,Adidas Arrow HIT Junior 2026 Padel Racket - Blue,2026,round,,,EVA,fibreglass,1799,1799,PadelZone,1,PadelZone,beginner,,yes,https://padelzone.co.za/products/adidas-arrow-hit-junior-2026-padel-racket,"This is the latest addition to the Junior series by Adidas, the all-new Arrow HIT Junior 2026 in Blue. Made for our young men with a super lightweight construction, this Padel Racket is designed to take the young players game to the next level. Featuring a round shape with centred sweet spot and Fibreglass construction, this junior racket weighing just 315-330 grams combines Soft Performance EVA c"
Adidas,Adidas Arrow HIT Junior 2026 Padel Racket - Pink,2026,round,,,EVA,fibreglass,1799,1799,PadelZone,1,PadelZone,beginner,,yes,https://padelzone.co.za/products/adidas-arrow-hit-junior-2026-padel-racket-pink,"Introducing the latest in Junior rackets by Adidas the Arrow HIT Junior 2026 in Pink, Made for our younger generation of female Padel players, this super lightweight Padel Racket designed specifically for her developing game. Featuring a round shape with centred sweet spot and Fibreglass construction, this junior racket weighing just 315-330 grams combines Soft Performance EVA core with Power Groo"
Adidas,adidas Arrow HIT Light,,diamond,,,EVA,,6499,6499,Virgin Active Padel Club,1,Virgin Active Padel Club,intermediate,,yes,https://virginactivepadelclub.co.za/products/adidas-arrow-hit-light,"Choose how you want to dominate the game with the adidas Arrow Hit Light Ari Sánchez. Its Diamond shape, combined with a reinforced structure, provides rapid acceleration and amplified power on offensive shots, allowing you to execute crisp, precise attacks that put pressure on your opponent at every point. The 3D Spin Blade enhances accuracy on topspin and backspin shots, whilst the Extra Power G"
